-8.1,-1.8,-5,-125.7,211.1,49.5,-8.1,-1.8,-5,-70.2,-36.2,77.5,-8.1,-1.8,-5,-53.7,-76.3,-19,-4.4,-6.7,2.3,-53.7,-76.3,-19,-0.8,-8.6,-2.1,-53.7,-76.3,-19,-0.8,-8.6,-2.1,-0.3,0.6,-63.8,-1,-5,-7.4,-0.3,0.6,-63.8,-1,-5,-7.4,-1.8,55.2,-91.5,-4.4,0.1,-9.6,-1.8,55.2,-91.5,-4.4,0.1,-9.6,-26.8,107.4,-11.9,1
19.4,-2.4,6.8,36.6,67.9,277.8,-1.7,4.8,-3.3,36.6,67.9,277.8,-1.7,4.8,-3.3,-120.1,-138.9,-192,5.2,-3.1,18.8,-120.1,-138.9,-192,5.2,-3.1,18.8,57,29.4,-8.8,0,3.6,-1.2,57,29.4,-8.8,0,3.6,-1.2,-63.8,-197.3,4.2,4,-2.3,16.8,-63.8,-197.3,4.2,4,-2.3,16.8,-0.5,120.6,19.6,0,1.4,1,-0.5,120.6,19.6,0
4.1,3.6,2.2,-16.6,50.5,-94.5,-21.1,-4.4,-1.5,-16.6,50.5,-94.5,-21.1,-4.4,-1.5,-106.3,-70,-438.7,1.4,1.5,0.1,-106.3,-70,-438.7,1.4,1.5,0.1,1.2,35.2,-71.9,-16.9,-2.8,-5.9,1.2,35.2,-71.9,-16.9,-2.8,-5.9,88.1,109.8,443.1,2.3,2.1,1.4,88.1,109.8,443.1,2.3,2.1,1.4,-10.6,49.6,346.9,-1.7,-1.9,-17.5,-10.6,49.6,346.9,0
0.1,6.1,0.1,24.8,-94.3,50.6,14.1,2.5,-0.1,24.8,-94.3,50.6,14.1,2.5,-0.1,-78.8,58.7,-162.3,7.2,3.5,0.1,-78.8,58.7,-162.3,7.2,3.5,0.1,34.6,-28.6,109.6,7.2,3.5,0.1,34.6,-28.6,109.6,11.4,3.4,0.0,34.6,-28.6,109.6,11.4,3.4,0.0,-103.1,79.9,-152.0,14.3,2.5,0.0,-103.1,79.9,-152.0,14.3,2.5,0.0,57.8,17.9,201.1,0
8.3,9.8,-4.6,180.2,53.0,33.0,-5.6,5.4,-5.2,180.2,53.0,33.0,-5.6,5.4,-5.2,-102.8,6.2,13.0,6.6,6.5,-1.6,-102.8,6.2,13.0,6.6,6.5,-1.6,204.4,57.9,-39.2,-5.8,7.1,-6.8,204.4,57.9,-39.2,-5.8,7.1,-6.8,-92.4,-2.7,6.7,5.5,5.4,-1.3,-92.4,-2.7,6.7,5.5,5.4,-1.3,90.0,91.7,-33.4,-6.4,9.8,-9.8,90.0,91.7,-33.4,1
-7.4,8.9,-4.9,461.6,397.8,-211.0,-7.4,8.9,-4.9,-250.2,-47.1,-316.4,12.4,-10.9,-32.2,-250.2,-47.1,-316.4,12.4,-10.9,-32.2,145.6,-252.1,433.9,3.2,11.8,-26.4,145.6,-252.1,433.9,3.2,11.8,-26.4,413.7,263.4,-156.3,-7.2,9.9,-3.8,413.7,263.4,-156.3,-7.2,9.9,-3.8,-200.3,-31.3,-401.2,17.2,-3.7,-30.3,-200.3,-31.3,-401.2,17.2,-3.7,-30.3,225.0,-115.5,435.9,0
-11.5,1.6,-4.9,91.9,204.1,-277.2,-11.5,1.6,-4.9,-201.9,33.7,93.9,11.5,-22.3,-30.7,-201.9,33.7,93.9,11.5,-22.3,-30.7,214.3,175.4,254.8,-3.6,7.8,-1.5,214.3,175.4,254.8,-3.6,7.8,-1.5,-203.0,35.5,-213.0,-24.5,-21.9,-23.1,-203.0,35.5,-213.0,-24.5,-21.9,-23.1,-65.6,-69.8,355.6,7.2,8.2,-15.7,-65.6,-69.8,355.6,7.2,8.2,-15.7,143.5,220.5,-268.7,1
-13.3,-23.6,-31.5,187.0,-56.1,-89.1,-13.3,-23.6,-31.5,-119.8,62.1,310.0,-9.7,2.9,-19.9,-119.8,62.1,310.0,-9.7,2.9,-19.9,-204.4,-280.2,-189.4,5.9,9.1,-2.1,-204.4,-280.2,-189.4,5.9,9.1,-2.1,171.8,-69.2,-151.6,-17.6,-20.9,-32.8,171.8,-69.2,-151.6,-17.6,-20.9,-32.8,-111.9,17.4,295.7,-8.7,4.8,-26.3,-111.9,17.4,295.7,-8.7,4.8,-26.3,196.7,-597.2,43.8,0
-1.9,4,4.1,-46.4,-261.1,-110.5,9.6,10.5,-2.1,-46.4,-261.1,-110.5,9.6,10.5,-2.1,-116.5,255.9,335.3,9.6,10.5,-2.1,1.3,202.1,-568.7,16.7,23.4,-21.3,1.3,202.1,-568.7,-2.2,1.4,2.8,1.3,202.1,-568.7,-2.2,1.4,2.8,-34.6,-193,3.6,-2.2,1.4,2.8,-122.6,78.3,349,12.2,3.8,-8.6,-122.6,78.3,349,12.2,3.8,-8.6,158,4.7,-433.5,0
0.0,3.7,-5.8,-12.6,-290.5,45.1,0.0,3.7,-5.8,6.6,37.1,64.9,4.2,-1.4,24.3,6.6,37.1,64.9,4.2,-1.4,24.3,-14.2,-63.3,-6.4,-0.5,2.4,-4.2,-14.2,-63.3,-6.4,-0.5,2.4,-4.2,-4.1,32.2,83.5,14.8,0.0,9.8,-4.1,32.2,83.5,14.8,0.0,9.8,-44.0,97.4,82.5,4.0,-1.8,-1.1,-44.0,97.4,82.5,4.0,-1.8,-1.1,-181.5,204.8,39.5,0
12.5,2.5,0.0,-133.4,82.8,-252.6,12.5,2.5,0.0,57.2,8.9,218.8,12.5,2.5,0.0,57.2,8.9,218.8,0.0,6.7,0.0,57.2,8.9,218.8,0.0,6.7,0.0,70.9,-92.4,67.1,11.8,2.3,0.0,70.9,-92.4,67.1,11.8,2.3,0.0,-70.0,37.4,-171.7,3.7,4.8,0.0,-70.0,37.4,-171.7,3.7,4.8,0.0,-70.0,37.4,-171.7,3.7,4.8,0.0,44.4,-53.8,123.9,0
12.0,-5.0,-13.5,-152.0,-61.8,-384.9,12.0,-5.0,-13.5,111.7,-32.0,231.3,-6.1,-23.1,-30.2,111.7,-32.0,231.3,-6.1,-23.1,-30.2,271.3,125.0,106.3,-8.4,4.5,-4.9,271.3,125.0,106.3,-8.4,4.5,-4.9,-295.3,-246.5,-5.3,16.0,8.2,-12.0,-295.3,-246.5,-5.3,16.0,8.2,-12.0,151.7,152.3,187.0,2.6,-3.3,-33.8,151.7,152.3,187.0,2.6,-3.3,-33.8,273.5,126.1,-107.1,0
0.1,3.8,6.4,-106.8,-770.4,-86.3,0.1,3.8,6.4,7.7,-25.9,29.4,0.1,3.8,6.4,7.7,-25.9,29.4,-0.1,1.4,9.8,7.7,-25.9,29.4,-0.1,1.4,9.8,7.2,3.7,-26.9,1.6,0.0,11.8,7.2,3.7,-26.9,1.6,0.0,11.8,-47.2,-293.6,-34.5,0.1,3.6,6.3,-47.2,-293.6,-34.5,0.1,3.6,6.3,-47.2,-293.6,-34.5,0.1,3.6,6.3,5.0,-49.4,27.3,1
3.7,13.6,-2.6,121.9,44.2,40.5,-5.8,3.0,0.1,121.9,44.2,40.5,-5.8,3.0,0.1,-70.7,-47.2,8.4,5.1,5.5,-9.8,-70.7,-47.2,8.4,5.1,5.5,-9.8,74.9,80.6,130.8,0.1,2.3,0.1,74.9,80.6,130.8,0.1,2.3,0.1,-14.5,46.3,-36.1,-2.0,2.5,-18.2,-14.5,46.3,-36.1,-2.0,2.5,-18.2,-23.9,-61.2,45.4,4.5,3.8,-4.6,-23.9,-61.2,45.4,1
13.5,2.4,0.0,53.7,16.9,227.5,13.5,2.4,0.0,50.1,11.6,190.6,1.2,5.4,0.1,50.1,11.6,190.6,1.2,5.4,0.1,17.1,-44.4,20.3,1.2,5.4,0.1,17.1,-44.4,20.3,11.3,2.1,-0.1,17.1,-44.4,20.3,11.3,2.1,-0.1,-23.8,19.9,-76.6,0.1,5.2,0.1,-23.8,19.9,-76.6,0.1,5.2,0.1,36.7,-81.5,92.3,13.5,2.2,1.5,36.7,-81.5,92.3,0
4.1,1.9,-4.6,103.8,-61.4,-35.7,-3.2,0.0,-3.0,103.8,-61.4,-35.7,-3.2,0.0,-3.0,-42.0,73.3,1.2,7.4,2.3,-11.6,-42.0,73.3,1.2,7.4,2.3,-11.6,77.5,-87.7,31.3,7.0,2.2,-11.0,77.5,-87.7,31.3,7.0,2.2,-11.0,93.0,-59.6,26.0,-3.7,0.1,-5.3,93.0,-59.6,26.0,-3.7,0.1,-5.3,-48.4,49.4,3.7,7.5,1.0,-9.6,-48.4,49.4,3.7,1
1.8,-0.1,2.8,4.1,-67.5,-215.1,1.8,-0.1,2.8,-28.8,131.3,43.6,3.9,-4.5,14.9,-28.8,131.3,43.6,3.9,-4.5,14.9,64.6,-14.3,-170.0,0.1,2.4,-4.7,64.6,-14.3,-170.0,0.1,2.4,-4.7,-28.8,16.7,49.1,21.4,0.1,17.2,-28.8,16.7,49.1,21.4,0.1,17.2,-52.4,-81.4,-46.3,-8.5,0.1,-4.4,-52.4,-81.4,-46.3,-8.5,0.1,-4.4,76.3,35.2,-15.0,0
6.5,1.5,0,-2.9,-7.6,51.8,16.6,-4.8,3.7,-2.9,-7.6,51.8,16.6,-4.8,3.7,25.3,164.3,-170.4,1.5,0.5,0,25.3,164.3,-170.4,1.5,0.5,0,0.7,-4.9,62.9,21.3,-1.1,4.2,0.7,-4.9,62.9,21.3,-1.1,4.2,6.5,47.7,-38.1,-4.9,3.1,-1.5,6.5,47.7,-38.1,-4.9,3.1,-1.5,-7.9,-46.4,46.2,26.4,-1.3,3.3,-7.9,-46.4,46.2,0
0.0,2.4,-5.1,5.8,-171.3,-10.4,0.0,2.4,-5.1,-6.3,40.2,51.8,0.0,0.0,26.3,-6.3,40.2,51.8,0.0,0.0,26.3,13.1,-174.6,-0.7,1.2,3.1,-3.4,13.1,-174.6,-0.7,1.2,3.1,-3.4,-42.6,-20.9,78.7,0.0,-2.9,15.7,-42.6,-20.9,78.7,0.0,-2.9,15.7,-11.2,236.4,4.6,0.0,0.0,3.0,-11.2,236.4,4.6,0.0,0.0,3.0,4.3,-22.6,-16.9,0
0.1,3.5,3.0,36.5,2.1,-83.2,0.1,4.5,0.1,36.5,2.1,-83.2,0.1,4.5,0.1,-17.6,-45.2,26.3,0.1,9.7,14.5,-17.6,-45.2,26.3,0.1,9.7,14.5,-33.2,16.2,-29.5,1.3,3.9,-0.1,-33.2,16.2,-29.5,1.3,3.9,-0.1,-3.4,2.4,35.3,-6.5,9.8,9.8,-3.4,2.4,35.3,-6.5,9.8,9.8,-16.1,-73.8,-30.3,4.3,7.6,2.9,-16.1,-73.8,-30.3,1
0.2,1.9,2.4,25.4,90.7,-219.3,0.7,7.3,-13.5,25.4,90.7,-219.3,0.7,7.3,-13.5,-120.6,-33.2,316.6,0.7,7.3,-13.5,63.5,-246.5,-202.4,9,10.2,-16.7,63.5,-246.5,-202.4,1.9,1.2,3.2,63.5,-246.5,-202.4,1.9,1.2,3.2,44,181.4,113.6,1.9,1.2,3.2,126.4,248.4,81.1,-11.2,11.6,-29.2,126.4,248.4,81.1,-11.2,11.6,-29.2,-37,-165,-89.5,0
-2.4,0.1,-12.2,-64.8,26.0,10.0,4.1,3.0,-1.2,-64.8,26.0,10.0,4.1,3.0,-1.2,119.6,-57.8,-49.7,-3.6,-1.3,-15.8,119.6,-57.8,-49.7,-3.6,-1.3,-15.8,-82.7,59.9,19.5,8.0,0.0,-14.6,-82.7,59.9,19.5,8.0,0.0,-14.6,28.4,-18.9,63.3,-3.1,0.1,-2.6,28.4,-18.9,63.3,-3.1,0.1,-2.6,-37.7,56.3,-2.1,-3.1,-3.3,-17.1,-37.7,56.3,-2.1,1
-0.7,0.1,6.6,53.8,16.6,-129.7,-0.7,0.1,6.6,-64.1,53.2,212.4,0.7,9.8,-18.5,-64.1,53.2,212.4,2.5,13.7,-3.1,-64.1,53.2,212.4,2.5,13.7,-3.1,-104.5,-297.1,-306.5,5.6,7.7,0.7,-104.5,-297.1,-306.5,5.6,7.7,0.7,8,162.4,297.5,14.4,15.3,-21.3,8,162.4,297.5,14.4,15.3,-21.3,82.7,117.9,-372.6,-1,1.7,6.4,82.7,117.9,-372.6,0
15.3,-2.7,1.5,0,0,0,13.5,-3,0.1,0,0,0,13.5,-3,0.1,35.1,77.8,70.4,13.4,-3.5,1.3,35.1,77.8,70.4,13.4,-3.5,1.3,62.4,7.9,-481.1,10.3,-1.6,-1.3,62.4,7.9,-481.1,10.3,-1.6,-1.3,30,77.3,73.1,11.1,-2.2,-0.1,30,77.3,73.1,11.1,-2.2,-0.1,0,0,0,13.1,-1.8,0.1,0,0,0,0
21.4,4.0,-21.2,-106.8,-24.1,280.1,21.4,4.0,-21.2,235.0,243.0,-166.4,-9.8,3.4,-4.0,235.0,243.0,-166.4,-9.8,3.4,-4.0,-220.9,40.0,2.5,1.1,-29.8,-29.0,-220.9,40.0,2.5,1.1,-29.8,-29.0,221.8,52.1,318.2,-5.8,4.8,-2.2,221.8,52.1,318.2,-5.8,4.8,-2.2,-252.9,94.4,-176.9,-25.1,-14.8,-17.7,-252.9,94.4,-176.9,-25.1,-14.8,-17.7,-108.2,-12.4,267.5,1
3.0,1.6,9.8,13.2,117.1,-30.6,3.0,1.6,9.8,-41.9,-214.1,-26.7,3.0,1.6,9.8,-41.9,-214.1,-26.7,-0.1,4.1,6.3,-41.9,-214.1,-26.7,-0.1,4.1,6.3,-11.6,-75.4,19.0,-0.1,1.2,9.8,-11.6,-75.4,19.0,-0.1,1.2,9.8,-5.2,-36.2,-28.3,-0.1,1.2,9.8,-5.2,-36.2,-28.3,2.9,1.1,9.8,-5.2,-36.2,-28.3,2.9,1.1,9.8,-106.8,-770.4,-86.3,1
-19.2,-26.3,-12.4,-145.9,97.8,-293.2,-19.2,-26.3,-12.4,-101.2,-20.6,348.3,6.8,1.3,-15.8,-101.2,-20.6,348.3,6.8,1.3,-15.8,248.1,181.3,-279.1,-8.2,-1.3,-4.5,248.1,181.3,-279.1,-8.2,-1.3,-4.5,-163.1,93.7,125.1,13.1,-31.3,-14.3,-163.1,93.7,125.1,13.1,-31.3,-14.3,241.4,35.9,315.4,-2.7,6.4,-4.0,241.4,35.9,315.4,-2.7,6.4,-4.0,-179.1,173.0,-396.2,1
-2.9,-18.0,-13.1,-60.8,137.3,170.5,-2.9,-18.0,-13.1,-157.4,-102.8,-14.6,6.0,6.1,-2.0,-157.4,-102.8,-14.6,6.0,6.1,-2.0,139.1,13.6,-159.7,3.2,-28.8,-10.5,139.1,13.6,-159.7,3.2,-28.8,-10.5,116.4,8.4,253.4,-4.7,-1.9,-5.6,116.4,8.4,253.4,-4.7,-1.9,-5.6,-159.5,-8.0,-271.7,5.5,-11.5,-5.7,-159.5,-8.0,-271.7,5.5,-11.5,-5.7,59.2,-42.2,208.1,0
5.8,-3.2,-0.1,13.4,15.5,152.9,5.8,-3.2,-0.1,15.9,109.3,-24.9,13.0,-5.2,2.6,15.9,109.3,-24.9,13.0,-5.2,2.6,9.9,44.1,134.1,11.9,-2.1,7.7,9.9,44.1,134.1,11.9,-2.1,7.7,216.6,-10.8,-8.8,2.1,-3.1,1.1,216.6,-10.8,-8.8,2.1,-3.1,1.1,-1.0,56.8,64.9,5.5,-3.4,16.7,-1.0,56.8,64.9,5.5,-3.4,16.7,229.5,-8.6,-60.9,0
0.0,1.7,0.1,-86.5,87.8,18.3,-9.3,5.4,-5.9,-86.5,87.8,18.3,-9.3,5.4,-5.9,-91.3,-23.7,24.6,2.9,7.2,-1.4,-91.3,-23.7,24.6,2.9,7.2,-1.4,215.9,37.8,-98.5,-9.8,5.2,-4.5,215.9,37.8,-98.5,-9.8,5.2,-4.5,-89.2,-44.6,21.5,3.0,5.3,0.1,-89.2,-44.6,21.5,3.0,5.3,0.1,189.1,53.9,-93.5,-8.1,5.7,-9.8,189.1,53.9,-93.5,1
-13.4,-16.5,-11.8,-32.6,119.8,-370.6,-13.4,-16.5,-11.8,-43.3,60.2,312.2,-0.8,2.8,-5.1,-43.3,60.2,312.2,-0.8,2.8,-5.1,6.0,147.7,-308.9,-12.3,-6.8,-5.8,6.0,147.7,-308.9,-12.3,-6.8,-5.8,-150.4,60.3,163.7,2.9,-1.9,-13.1,-150.4,60.3,163.7,2.9,-1.9,-13.1,109.7,162.7,-176.9,-13.1,-8.7,-7.5,109.7,162.7,-176.9,-13.1,-8.7,-7.5,-205.5,48.4,150.2,1
0.0,3.1,9.3,-201.8,-486.9,-20.5,1.7,0.0,10.9,-201.8,-486.9,-20.5,1.7,0.0,10.9,-15.1,15.6,-25.7,2.0,2.8,8.6,-15.1,15.6,-25.7,2.0,2.8,8.6,-22.4,-104.9,9.4,2.0,2.8,8.6,-22.4,-104.9,9.4,0.1,4.7,6.6,-22.4,-104.9,9.4,0.1,4.7,6.6,-9.9,-50.4,26.8,1.2,0.0,10.2,-9.9,-50.4,26.8,1.2,0.0,10.2,0.4,50.8,-39.8,1
14.1,2.2,0.9,65.4,8.7,277.4,1.8,6.1,0.0,65.4,8.7,277.4,1.8,6.1,0.0,15.9,-36.5,17.4,11.7,2.5,0.0,15.9,-36.5,17.4,11.7,2.5,0.0,-20.2,29.3,-49.2,11.7,2.5,0.0,-20.2,29.3,-49.2,0.2,5.7,0.0,-20.2,29.3,-49.2,0.2,5.7,0.0,40.5,-77.6,90.9,13.5,2.9,0.0,40.5,-77.6,90.9,13.5,2.9,0.0,-137.8,73.8,-243.2,0
-2.9,4.7,-4.1,324.0,-48.3,111.1,-2.9,4.7,-4.1,-140.3,166.7,-106.4,-0.8,-31.3,-13.4,-140.3,166.7,-106.4,-0.8,-31.3,-13.4,211.9,-30.9,226.7,-1.3,3.8,-1.6,211.9,-30.9,226.7,-1.3,3.8,-1.6,-137.3,122.2,-158.9,1.9,-29.3,-13.7,-137.3,122.2,-158.9,1.9,-29.3,-13.7,130.4,58.2,187.5,-2.6,4.3,-3.9,130.4,58.2,187.5,-2.6,4.3,-3.9,-175.7,86.0,-173.1,1
0.0,4.7,6.4,0.0,0.0,0.0,0.0,4.7,6.4,5.4,-25.5,32.5,0.0,4.7,6.4,5.4,-25.5,32.5,-0.1,2.9,9.8,5.4,-25.5,32.5,-0.1,2.9,9.8,118.4,241.9,-8.4,2.1,0.0,11.1,118.4,241.9,-8.4,2.1,0.0,11.1,-19.1,8.0,-27.2,0.1,3.5,6.7,-19.1,8.0,-27.2,0.1,3.5,6.7,-19.1,8.0,-27.2,0.1,3.5,6.7,15.3,-3.9,28.8,1
2.5,2.5,8.3,-25.0,-61.9,-21.0,2.5,2.5,8.3,-27.4,-127.7,-0.2,2.5,2.5,8.3,-27.4,-127.7,-0.2,0.0,4.4,6.8,-27.4,-127.7,-0.2,0.0,4.4,6.8,-8.8,-63.8,23.4,0.1,1.7,9.8,-8.8,-63.8,23.4,0.1,1.7,9.8,-14.4,-53.1,-27.8,0.1,1.7,9.8,-14.4,-53.1,-27.8,2.3,0.0,9.8,-14.4,-53.1,-27.8,2.3,0.0,9.8,-38.4,-160.1,-31.6,1
-2.0,9.8,9.8,-11.2,-29.4,-57.6,4.7,4.9,0.1,-11.2,-29.4,-57.6,4.7,4.9,0.1,-23.6,30.3,36.1,4.7,6.2,16.6,-23.6,30.3,36.1,4.7,6.2,16.6,-56.6,52.3,-79.6,0.0,2.5,0.0,-56.6,52.3,-79.6,0.0,2.5,0.0,-12.1,-62.1,0.3,-2.4,0.0,18.2,-12.1,-62.1,0.3,-2.4,0.0,18.2,-34.4,-102.9,-35.2,2.3,2.2,1.7,-34.4,-102.9,-35.2,1
2.1,-3.5,-10.7,5.9,14.9,-10.9,2.1,-3.5,-10.7,11.6,-75.2,42.2,1.7,-2.0,-13.6,11.6,-75.2,42.2,1.7,-2.0,-13.6,22.3,21.5,-20.1,5.6,-4.5,-11.0,22.3,21.5,-20.1,5.6,-4.5,-11.0,28.7,-81.5,46.9,10.2,-3.7,-5.9,28.7,-81.5,46.9,10.2,-3.7,-5.9,344.2,-86.4,88.3,15.2,-4.8,-4.1,344.2,-86.4,88.3,15.2,-4.8,-4.1,4.5,-105.6,275.5,0
-4.3,-3,-10.1,-64.6,85.2,125,-11.2,0.5,-5.8,-64.6,85.2,125,-3.3,-4.9,2,-64.6,85.2,125,-3.3,-4.9,2,-69.5,-116.9,-17.3,4.6,-7.5,0.8,-69.5,-116.9,-17.3,4.6,-7.5,0.8,-88.6,-63.3,-53.3,4.6,-7.5,0.8,-98.6,153.3,-136.8,0.1,-3.5,-9,-98.6,153.3,-136.8,0.1,-3.5,-9,-29,63.3,98.3,-10.4,1.9,-5.4,-29,63.3,98.3,1
-2.6,-29.1,-16.4,-62.6,88.1,-301.7,-2.6,-29.1,-16.4,-83.9,-99.9,311.5,2.2,5.4,-2.6,-83.9,-99.9,311.5,2.2,5.4,-2.6,263.6,79.0,-237.1,-7.4,-5.1,-2.2,263.6,79.0,-237.1,-7.4,-5.1,-2.2,-115.3,109.6,186.7,-8.9,-20.7,-15.8,-115.3,109.6,186.7,-8.9,-20.7,-15.8,-136.7,-54.8,51.2,6.6,6.9,-0.7,-136.7,-54.8,51.2,6.6,6.9,-0.7,142.1,55.5,-154.8,0
1.1,2.6,1.8,113.3,-31.4,60.4,1.1,2.6,1.8,0,0,0,3.8,-1.6,16.3,0,0,0,3.8,-1.6,16.3,-23.8,-36.1,-74.5,1.5,3.3,1.3,-23.8,-36.1,-74.5,1.5,3.3,1.3,16.7,243,212.8,0,0,15.9,16.7,243,212.8,0,0,15.9,-17.7,-84.7,-36.2,3.2,2.1,2.3,-17.7,-84.7,-36.2,3.2,2.1,2.3,-54.3,-308.2,-104.6,1
5.7,3.3,-15.1,20.3,109.5,175.5,-3.0,0.0,-5.7,20.3,109.5,175.5,-3.0,0.0,-5.7,-53.6,111.9,13.9,9.8,2.5,-10.7,-53.6,111.9,13.9,9.8,2.5,-10.7,133.1,-7.0,36.0,0.0,1.5,-8.7,133.1,-7.0,36.0,0.0,1.5,-8.7,-29.1,22.8,-13.3,9.8,2.6,-5.4,-29.1,22.8,-13.3,9.8,2.6,-5.4,137.0,1.2,22.9,0.1,2.8,-1.8,137.0,1.2,22.9,1
1.4,5.3,0,104.6,-32.2,-362.1,5.2,3.4,-9.6,104.6,-32.2,-362.1,5.2,3.4,-9.6,-106.6,134.6,277.2,5.2,3.4,-9.6,-16,-206,241.4,28.6,13.4,-8.9,-16,-206,241.4,28.6,13.4,-8.9,146.5,105.9,-119.5,-1.8,1,3.3,146.5,105.9,-119.5,1,15,-22.3,146.5,105.9,-119.5,1,15,-22.3,-56,259.4,189.8,5.9,7.1,-4.2,-56,259.4,189.8,0
1.1,3.4,7.0,-3.2,-47.2,26.5,0.0,3.6,8.0,-3.2,-47.2,26.5,0.0,3.6,8.0,-51.2,-160.7,-4.6,-0.1,1.1,9.8,-51.2,-160.7,-4.6,-0.1,1.1,9.8,-11.4,-53.1,-25.3,-0.1,1.1,9.8,-11.4,-53.1,-25.3,2.8,-0.1,11.1,-11.4,-53.1,-25.3,2.8,-0.1,11.1,-84.9,-658.1,-83.4,-0.1,3.9,6.7,-84.9,-658.1,-83.4,-0.1,3.9,6.7,5.0,-48.7,27.2,1
2.4,2.4,9.8,-8.0,37.2,-25.3,2.4,2.4,9.8,-20.4,-72.0,5.9,0.0,4.5,6.3,-20.4,-72.0,5.9,0.0,4.5,6.3,-4.8,-55.3,23.2,0.0,2.2,9.8,-4.8,-55.3,23.2,0.0,2.2,9.8,-26.8,-86.3,-26.2,0.0,2.2,9.8,-26.8,-86.3,-26.2,1.8,0.0,9.8,-26.8,-86.3,-26.2,1.8,0.0,9.8,-13.4,-3.5,-22.6,1.5,3.0,7.9,-13.4,-3.5,-22.6,1
14.5,-0.1,3.0,93.4,42.4,21.8,14.5,-0.1,3.0,-15.0,6.4,-35.6,1.4,-0.1,-0.1,-15.0,6.4,-35.6,1.4,-0.1,-0.1,-17.8,46.9,37.0,0.0,4.1,-5.8,-17.8,46.9,37.0,0.0,4.1,-5.8,-93.8,-79.9,25.3,2.2,-1.3,23.8,-93.8,-79.9,25.3,2.2,-1.3,23.8,87.3,-222.4,-96.2,0.0,3.5,-5.5,87.3,-222.4,-96.2,0.0,3.5,-5.5,-31.5,-11.9,84.3,0
